time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2014-06-26,28.5,21.5,30.2,24.5,4.00,0.00,12.9,323,21.98,4.64
2014-06-27,25.7,19.2,29.1,20.2,0.60,0.00,13.9,95,22.42,4.58
2014-06-28,28.2,16.5,30.5,17.2,0.00,0.00,15.4,168,28.93,5.83
2014-06-29,27.0,17.2,29.5,18.3,0.00,0.00,16.3,175,24.43,5.10
2014-06-30,29.1,17.3,31.0,18.3,0.00,0.00,13.4,197,26.40,5.70
2014-07-01,31.4,20.4,33.6,22.5,0.00,0.00,18.4,198,25.39,5.98
2014-07-02,32.4,22.7,36.3,25.5,2.60,0.00,21.0,174,24.07,5.51
2014-07-03,30.7,22.7,35.2,27.4,8.10,0.00,14.6,208,16.56,3.57
2014-07-04,23.1,19.0,27.2,15.9,17.80,0.00,23.7,331,4.56,1.38
2014-07-05,26.3,16.8,26.1,14.1,0.00,0.00,23.7,297,29.46,6.58
2014-07-06,28.6,16.1,28.7,15.5,0.00,0.00,16.3,238,29.98,6.59
2014-07-07,31.8,20.0,33.2,19.6,0.00,0.00,20.6,219,27.70,6.89
2014-07-08,33.1,22.4,34.7,24.3,0.60,0.00,23.7,216,25.12,6.63
2014-07-09,29.7,22.0,30.8,23.2,1.30,0.00,20.9,231,21.86,5.38
2014-07-10,27.1,20.5,29.7,22.0,0.40,0.00,10.6,39,21.00,4.27
2014-07-11,28.3,19.9,30.5,20.8,0.00,0.00,13.6,51,26.28,5.41
2014-07-12,28.1,18.5,30.1,20.7,0.00,0.00,17.7,180,22.79,4.91
2014-07-13,29.5,20.6,31.5,21.7,0.10,0.00,19.6,191,22.41,5.07
2014-07-14,28.0,22.7,32.2,25.2,20.70,0.00,16.9,212,11.69,2.76
2014-07-15,29.2,22.7,34.7,26.6,16.70,0.00,16.3,213,17.35,3.56
2014-07-16,26.8,21.4,29.3,23.9,11.10,0.00,12.7,297,19.80,3.91
2014-07-17,25.4,18.4,26.4,19.2,0.00,0.00,12.0,314,20.96,4.33
2014-07-18,26.6,16.3,27.7,16.6,0.00,0.00,11.6,349,28.26,5.52
2014-07-19,24.1,18.0,24.4,19.7,0.00,0.00,11.4,95,15.31,3.21
2014-07-20,24.2,17.9,24.6,19.0,0.50,0.00,12.6,74,20.11,3.70
2014-07-21,27.8,17.6,30.3,18.8,0.00,0.00,12.0,156,24.32,4.77
2014-07-22,29.3,18.4,31.7,20.2,0.00,0.00,14.3,218,23.61,5.16
2014-07-23,30.4,21.0,33.9,22.6,0.00,0.00,15.8,222,22.48,5.09
2014-07-24,26.7,20.7,27.7,20.7,0.00,0.00,12.9,337,19.23,4.21
2014-07-25,27.3,17.7,29.3,16.7,0.00,0.00,14.9,341,28.46,5.83
2014-07-26,26.7,18.3,26.7,18.5,0.10,0.00,13.1,209,18.09,4.11
2014-07-27,30.8,20.3,32.6,22.7,3.50,0.00,14.4,218,18.06,3.89
2014-07-28,28.4,20.4,30.2,19.1,2.30,0.00,21.3,247,20.73,5.05
2014-07-29,25.1,17.1,25.3,16.9,0.00,0.00,17.4,302,20.40,4.63
2014-07-30,25.5,17.1,25.4,17.1,0.00,0.00,8.0,274,20.43,4.38
2014-07-31,27.1,17.1,26.6,17.7,0.00,0.00,15.9,213,22.13,4.94
2014-08-01,28.3,19.2,30.8,21.2,0.70,0.00,15.8,182,18.17,3.88
2014-08-02,23.1,19.3,23.7,20.7,7.30,0.00,14.9,65,11.84,2.35
2014-08-03,23.7,17.6,25.7,19.2,3.30,0.00,8.0,112,12.90,2.59
2014-08-04,27.8,18.1,30.9,20.0,0.20,0.00,8.1,232,20.60,4.14
2014-08-05,29.8,18.6,33.0,20.7,0.00,0.00,10.9,241,24.96,5.10
2014-08-06,28.5,19.8,30.5,21.7,0.30,0.00,13.6,320,23.14,5.05
2014-08-07,27.1,17.3,26.3,17.0,0.00,0.00,15.6,326,24.03,5.67
2014-08-08,27.2,15.9,27.7,15.1,0.00,0.00,11.2,317,23.64,4.95
2014-08-09,28.8,16.6,30.3,17.3,0.00,0.00,8.7,348,23.35,4.60
2014-08-10,29.9,18.8,31.3,20.2,0.00,0.00,10.2,58,22.17,4.82
2014-08-11,28.5,19.9,28.7,21.8,0.00,0.00,17.6,168,22.51,5.03
2014-08-12,23.7,20.4,25.0,22.3,9.20,0.00,18.3,132,6.67,1.91
2014-08-13,26.8,20.3,27.9,20.9,7.40,0.00,21.2,341,13.82,3.39
2014-08-14,23.9,16.8,22.4,15.7,0.00,0.00,16.8,284,19.40,4.51
2014-08-15,23.7,14.1,21.5,13.4,0.00,0.00,16.1,287,17.89,3.98
2014-08-16,25.9,14.2,25.1,13.7,0.00,0.00,17.5,234,23.18,4.79
2014-08-17,27.0,17.1,26.7,17.2,0.00,0.00,15.5,284,18.59,4.35
2014-08-18,26.0,15.0,25.3,15.3,0.00,0.00,14.2,317,18.72,4.09
2014-08-19,26.9,16.0,29.2,16.1,0.00,0.00,11.1,82,23.24,4.58
2014-08-20,27.2,18.0,28.6,20.4,0.20,0.00,13.4,150,17.33,3.70
2014-08-21,26.2,19.3,28.0,21.4,1.50,0.00,13.7,154,17.43,3.70
2014-08-22,24.4,19.6,25.2,20.7,1.20,0.00,12.6,93,13.62,2.95
2014-08-23,23.3,18.5,23.1,19.5,2.50,0.00,13.1,68,13.37,2.75
2014-08-24,25.3,15.9,24.9,16.9,0.00,0.00,13.3,54,17.44,3.61
2014-08-25,29.8,15.0,31.6,15.3,0.00,0.00,8.2,329,23.46,4.68
2014-08-26,29.6,21.0,32.5,22.3,0.00,0.00,11.6,155,20.69,4.40
2014-08-27,31.4,18.0,33.8,19.4,0.00,0.00,11.2,236,20.49,4.53
2014-08-28,27.2,20.0,27.6,17.9,0.00,0.00,19.1,333,24.20,5.81
2014-08-29,24.8,15.6,26.2,14.9,0.00,0.00,14.3,25,21.44,4.61
2014-08-30,26.3,17.0,26.7,17.7,0.00,0.00,14.8,175,16.27,3.61
2014-08-31,31.0,21.4,33.5,22.9,9.20,0.00,14.0,210,14.27,3.52
2014-09-01,30.0,21.9,32.8,25.7,0.50,0.00,11.0,213,16.79,3.62
2014-09-02,32.1,22.0,35.8,25.1,0.00,0.00,20.4,230,19.26,4.86
2014-09-03,29.4,21.0,30.0,22.3,0.00,0.00,20.3,301,21.36,4.82
2014-09-04,29.4,18.7,30.5,20.2,0.00,0.00,13.6,185,19.15,4.35
2014-09-05,29.4,19.4,32.1,21.9,0.60,0.00,12.2,195,16.26,3.42
2014-09-06,32.6,23.3,35.0,26.4,1.50,0.00,17.2,234,16.93,4.14
2014-09-07,26.1,18.5,26.4,19.3,1.50,0.00,15.5,4,18.81,3.96
2014-09-08,23.8,17.6,22.6,16.9,0.00,0.00,17.4,70,14.43,3.62
2014-09-09,22.6,17.8,22.2,17.2,0.20,0.00,17.0,61,10.00,2.66
2014-09-10,24.6,16.3,25.8,16.7,0.00,0.00,11.6,77,15.00,3.08
2014-09-11,28.6,19.2,30.1,19.9,0.20,0.00,20.8,216,10.00,2.76
2014-09-12,24.5,15.8,24.1,14.4,0.00,0.00,17.9,0,21.21,4.57
2014-09-13,20.0,15.1,19.6,13.3,7.90,0.00,18.4,57,4.20,1.53
2014-09-14,20.3,11.3,19.8,9.5,0.00,0.00,15.5,344,20.49,3.32
2014-09-15,21.0,11.0,20.3,9.0,0.00,0.00,12.4,349,21.28,3.72
2014-09-16,20.7,13.4,20.1,13.7,0.10,0.00,9.8,305,8.60,1.73
2014-09-17,21.7,11.1,20.7,10.2,0.00,0.00,8.2,315,19.94,3.52
2014-09-18,23.2,11.0,21.4,10.1,0.00,0.00,10.1,322,16.89,3.39
2014-09-19,18.6,13.1,17.5,10.1,0.00,0.00,16.5,53,15.62,3.25
2014-09-20,23.6,14.0,22.2,13.2,0.40,0.00,17.7,153,12.88,2.90
2014-09-21,24.6,18.4,27.6,20.4,3.70,0.00,12.3,189,9.04,1.79
2014-09-22,20.6,13.3,21.2,10.1,0.00,0.00,20.6,297,15.31,3.79
2014-09-23,21.1,9.2,19.9,7.4,0.00,0.00,11.1,280,19.73,3.41
2014-09-24,21.1,12.4,19.3,11.6,0.00,0.00,16.6,71,13.22,2.80
2014-09-25,18.4,14.8,16.9,13.3,4.10,0.00,18.7,36,4.70,1.38
2014-09-26,24.2,13.4,23.2,11.7,0.00,0.00,14.6,5,18.96,3.70
2014-09-27,27.1,13.6,27.4,12.5,0.00,0.00,11.9,358,18.97,3.65
2014-09-28,27.9,15.1,28.4,15.9,0.00,0.00,9.9,211,17.91,3.58
2014-09-29,26.1,16.0,25.9,16.5,0.00,0.00,9.4,230,10.03,2.40
2014-09-30,20.9,16.7,21.9,16.8,1.40,0.00,13.0,76,6.73,1.47
2014-10-01,17.6,15.0,17.1,15.1,2.80,0.00,16.4,29,4.03,1.05
2014-10-02,18.6,15.3,18.1,14.7,0.00,0.00,14.8,36,4.37,1.17
2014-10-03,19.9,12.8,19.4,12.3,0.00,0.00,13.8,103,16.41,2.79
2014-10-04,18.8,13.7,20.5,10.1,12.30,0.00,17.8,177,4.00,1.38
2014-10-05,16.0,7.7,12.0,3.6,0.00,0.00,19.0,273,18.00,3.44
2014-10-06,20.0,8.0,16.8,5.7,0.00,0.00,19.8,172,17.33,3.41
2014-10-07,23.0,15.5,21.4,13.5,0.50,0.00,19.4,191,13.17,3.28
2014-10-08,21.9,15.8,18.5,12.8,7.70,0.00,23.4,241,15.85,3.44
2014-10-09,20.5,10.9,16.0,8.7,0.00,0.00,23.2,256,14.88,3.65
2014-10-10,17.2,8.6,14.9,6.9,0.00,0.00,10.3,288,11.50,2.10
2014-10-11,13.8,9.1,13.3,7.8,14.90,0.00,14.0,31,2.73,0.69
2014-10-12,15.8,7.9,14.5,5.2,0.00,0.00,12.3,17,16.60,2.52
2014-10-13,18.1,8.7,16.7,6.8,0.00,0.00,13.1,161,4.54,1.21
2014-10-14,23.6,16.6,23.2,17.0,0.00,0.00,19.1,171,12.43,2.47
2014-10-15,24.4,19.2,24.5,19.5,7.90,0.00,22.7,154,11.42,2.39
2014-10-16,21.1,15.5,21.4,15.5,30.30,0.00,18.4,172,8.40,1.66
2014-10-17,20.9,13.2,18.9,12.3,0.00,0.00,16.7,235,13.70,2.65
2014-10-18,20.4,13.5,18.3,11.5,0.00,0.00,18.1,258,12.07,2.71
2014-10-19,13.9,6.6,10.7,2.5,0.00,0.00,24.7,316,9.65,2.64
2014-10-20,14.6,3.8,11.1,0.8,0.00,0.00,13.7,222,13.14,2.25
2014-10-21,18.0,10.3,17.0,9.0,3.80,0.00,11.8,98,10.38,1.77
2014-10-22,12.7,9.8,11.1,5.6,18.30,0.00,26.7,14,2.22,0.49
2014-10-23,10.8,9.5,7.2,4.9,4.90,0.00,28.2,344,1.89,0.75
2014-10-24,16.4,9.7,14.3,6.7,0.20,0.00,19.5,326,8.29,1.72
2014-10-25,18.2,7.4,15.3,4.6,0.00,0.00,18.7,266,13.92,2.70
2014-10-26,15.2,9.9,11.0,6.8,0.00,0.00,25.4,293,8.54,2.36
2014-10-27,16.4,8.0,13.7,5.0,0.00,0.00,14.7,276,13.99,2.36
2014-10-28,21.1,7.7,20.7,5.6,0.00,0.00,10.9,202,11.42,2.10
2014-10-29,19.2,10.3,18.5,8.5,3.00,0.00,15.8,262,8.04,1.71
2014-10-30,14.0,6.7,10.8,4.5,0.00,0.00,11.6,309,11.04,1.89
2014-10-31,12.2,6.2,9.3,3.2,0.00,0.00,19.0,23,7.60,1.56
2014-11-01,9.9,5.0,6.4,-0.1,15.00,0.00,27.4,11,3.58,0.71
2014-11-02,8.5,4.0,1.5,-2.3,0.70,0.00,33.5,333,11.44,2.35
2014-11-03,14.4,3.6,10.0,-2.5,0.00,0.00,23.8,277,12.51,2.73
2014-11-04,18.4,6.0,15.7,2.0,0.00,0.00,15.0,232,12.14,2.56
2014-11-05,16.6,9.3,13.4,7.0,0.00,0.00,16.2,247,6.10,1.88
2014-11-06,10.7,7.9,9.1,6.1,10.00,0.00,11.2,342,2.02,0.45
2014-11-07,10.9,3.5,6.2,-1.5,0.40,0.00,23.1,298,9.40,1.73
2014-11-08,8.1,0.9,3.7,-3.2,0.00,0.00,15.8,245,11.62,1.77
2014-11-09,13.2,5.1,9.8,2.1,0.00,0.00,11.9,245,8.80,1.54
2014-11-10,14.7,3.5,12.3,0.8,0.00,0.00,8.6,213,11.32,1.65
2014-11-11,17.7,6.5,16.5,3.9,0.00,0.00,12.2,144,9.45,1.42
2014-11-12,17.9,7.8,17.1,4.7,0.00,0.00,15.2,325,4.10,1.02
2014-11-13,8.0,2.2,5.0,-1.3,3.20,0.00,11.2,314,6.34,1.12
2014-11-14,6.1,0.5,-0.0,-4.2,3.40,0.00,20.2,311,10.77,1.59
2014-11-15,5.0,-1.4,0.2,-5.7,0.00,0.00,14.3,296,10.85,1.40
2014-11-16,5.9,-1.5,2.5,-4.6,0.00,0.00,7.0,208,5.23,0.82
2014-11-17,9.4,3.1,8.3,0.7,24.80,0.00,16.6,282,1.03,0.27
2014-11-18,5.7,-3.0,2.1,-10.3,0.00,0.00,27.8,271,11.36,1.89
2014-11-19,-0.3,-5.3,-5.6,-11.8,0.00,0.00,24.4,254,11.04,1.65
2014-11-20,6.7,-1.7,1.7,-6.5,0.00,0.00,17.5,243,9.44,1.62
2014-11-21,2.3,-3.9,-4.8,-8.4,0.00,0.00,25.8,297,9.79,1.68
2014-11-22,4.4,-4.6,-0.9,-8.9,0.00,0.00,18.3,228,10.20,1.57
2014-11-23,11.7,2.5,8.8,-2.8,0.00,0.00,17.2,219,9.13,1.61
2014-11-24,19.5,6.6,18.9,4.2,11.50,0.00,33.0,186,4.05,1.08
2014-11-25,16.2,6.2,15.8,3.1,0.00,0.00,23.1,249,4.31,1.32
2014-11-26,6.8,1.2,3.7,-4.0,24.60,6.72,23.1,355,0.59,0.37
2014-11-27,3.2,-0.0,-0.5,-4.6,0.50,0.35,19.5,306,4.89,0.67
2014-11-28,1.9,-5.1,-4.1,-9.9,0.00,0.00,21.4,304,9.19,1.04
2014-11-29,1.7,-3.8,-2.3,-8.1,0.00,0.00,8.3,213,7.29,0.83
2014-11-30,10.3,-1.2,7.6,-5.0,0.00,0.00,14.1,199,7.09,1.15
2014-12-01,17.1,4.3,16.7,0.4,3.00,0.00,17.7,271,5.85,1.13
2014-12-02,6.6,1.6,3.3,-3.6,3.00,0.07,18.9,44,4.15,1.00
2014-12-03,8.0,3.3,6.0,-1.2,4.00,0.00,18.2,240,1.65,0.35
2014-12-04,6.4,-1.3,2.2,-5.3,0.00,0.00,15.0,294,8.70,1.19
2014-12-05,8.1,-0.7,6.8,-5.1,3.90,0.00,16.0,47,5.34,0.80
2014-12-06,9.0,3.7,8.0,-1.2,20.20,0.00,22.8,16,1.85,0.34
2014-12-07,4.5,-2.1,-1.8,-8.0,4.50,0.00,27.0,7,9.02,1.55
2014-12-08,1.9,-3.4,-3.0,-9.4,0.00,0.00,18.7,40,3.38,0.95
2014-12-09,4.7,2.4,-0.6,-2.4,50.10,0.00,31.4,14,0.48,0.29
2014-12-10,3.9,0.2,-0.1,-5.3,1.70,1.12,21.3,303,2.28,0.71
2014-12-11,2.1,-1.6,-2.7,-6.4,1.20,0.98,23.5,263,4.46,0.84
2014-12-12,2.5,-3.3,-2.6,-7.9,0.00,0.00,16.6,293,8.73,0.98
2014-12-13,4.8,-1.5,0.1,-6.0,0.00,0.00,16.9,303,8.90,1.04
2014-12-14,6.7,-0.5,2.9,-4.1,0.00,0.00,14.7,306,7.26,0.89
2014-12-15,7.2,-1.7,4.8,-5.3,0.00,0.00,9.7,306,8.62,0.86
2014-12-16,8.7,0.5,6.5,-2.0,3.00,0.00,8.9,99,5.00,0.61
2014-12-17,10.4,4.7,6.9,-0.0,0.50,0.00,17.4,292,5.23,0.96
2014-12-18,5.5,0.5,-0.1,-4.3,0.00,0.00,22.9,293,8.64,1.54
2014-12-19,2.8,-1.9,-2.4,-6.0,0.00,0.00,17.1,307,6.04,1.03
2014-12-20,2.1,-3.6,-1.3,-7.5,0.00,0.00,9.5,338,7.30,0.77
2014-12-21,3.2,-2.2,-0.6,-5.9,0.00,0.00,8.1,335,6.53,0.76
2014-12-22,6.9,0.5,4.0,-3.0,0.30,0.00,12.9,32,2.98,0.51
2014-12-23,8.4,6.3,5.4,3.3,2.20,0.00,17.2,55,0.99,0.27
2014-12-24,14.4,6.5,13.7,4.2,14.60,0.00,15.2,101,0.66,0.17
2014-12-25,15.3,5.0,14.0,0.8,3.40,0.00,23.7,259,6.64,1.38
2014-12-26,8.8,1.2,5.6,-2.8,0.00,0.00,12.6,264,8.83,1.19
2014-12-27,11.0,0.7,8.6,-2.4,0.00,0.00,11.2,238,8.61,1.10
2014-12-28,11.2,3.8,9.3,0.5,0.40,0.00,11.9,258,3.83,0.71
2014-12-29,5.6,-1.1,1.5,-4.9,0.00,0.00,11.6,322,7.06,1.13
2014-12-30,1.4,-3.9,-3.5,-8.2,0.00,0.00,14.0,340,5.98,0.93
2014-12-31,-0.0,-5.0,-5.5,-9.4,0.00,0.00,17.5,265,9.03,1.10
2015-01-01,2.4,-4.4,-3.8,-9.9,0.00,0.00,21.3,235,9.32,1.57
2015-01-02,5.3,-2.4,0.1,-6.3,0.00,0.00,19.9,259,8.51,1.37
2015-01-03,6.8,-3.3,4.0,-7.0,16.50,3.08,15.8,83,2.43,0.46
2015-01-04,13.4,6.6,11.7,4.4,7.20,0.00,22.3,234,1.90,0.39
2015-01-05,7.1,-4.0,2.9,-10.3,0.00,0.00,26.8,286,8.97,1.70
2015-01-06,-4.4,-6.7,-9.2,-12.6,1.20,1.05,17.1,273,4.66,0.84
2015-01-07,-4.2,-12.5,-10.8,-20.0,0.00,0.00,29.4,289,8.43,1.16
2015-01-08,-6.1,-13.4,-12.2,-20.8,0.00,0.00,25.9,270,10.12,1.06
2015-01-09,0.5,-8.6,-6.5,-14.3,0.90,0.63,24.7,235,6.97,1.28
2015-01-10,-5.2,-9.8,-11.2,-15.7,0.00,0.00,17.6,269,10.50,1.07
2015-01-11,1.9,-9.0,-3.5,-14.1,0.00,0.00,15.0,214,9.91,1.16
2015-01-12,2.3,-1.4,-0.5,-5.4,12.40,0.00,12.5,244,0.93,0.36
2015-01-13,1.4,-8.2,-2.0,-13.3,1.10,0.21,19.8,0,10.68,1.07
2015-01-14,-0.2,-8.4,-4.5,-14.0,0.00,0.00,13.5,24,6.13,0.83
2015-01-15,1.2,-5.3,-3.9,-9.2,0.00,0.00,13.0,292,9.20,1.01
2015-01-16,4.7,-6.2,-1.6,-12.6,0.00,0.00,22.8,285,9.13,1.64
2015-01-17,-2.0,-8.6,-7.0,-13.8,0.00,0.00,17.6,291,10.67,1.19
2015-01-18,6.4,-3.4,4.1,-7.9,34.10,0.00,11.3,212,0.90,0.26
2015-01-19,5.2,-1.8,-0.7,-6.6,0.00,0.00,22.7,276,8.43,1.10
2015-01-20,5.0,-2.8,0.6,-6.9,0.00,0.00,11.9,280,9.70,1.21
2015-01-21,1.2,-5.7,-2.9,-10.3,0.10,0.28,8.2,16,7.26,0.90
2015-01-22,4.4,-2.8,0.4,-7.2,0.40,0.28,12.4,314,9.68,1.08
2015-01-23,3.5,-4.7,-1.1,-8.9,0.00,0.00,12.0,261,11.23,1.20
2015-01-24,2.0,-0.7,-1.7,-5.6,21.80,11.06,16.3,334,2.86,0.41
2015-01-25,3.6,-4.1,-1.3,-8.3,0.00,0.00,17.8,282,11.26,1.11
2015-01-26,-3.1,-5.8,-8.7,-11.5,5.80,4.20,26.3,34,4.62,0.67
2015-01-27,-3.4,-7.7,-8.9,-14.4,12.10,8.54,26.3,350,5.97,0.69
2015-01-28,-3.1,-12.1,-8.1,-17.6,0.00,0.00,16.8,318,12.28,0.90
2015-01-29,-0.8,-15.9,-4.3,-21.2,0.40,0.35,11.7,2,10.51,0.73
2015-01-30,1.5,-9.3,-3.4,-16.7,2.50,1.89,26.0,302,8.62,0.91
2015-01-31,-5.9,-14.3,-12.1,-21.4,0.00,0.00,27.2,307,13.36,0.91
2015-02-01,0.5,-14.6,-3.2,-19.8,0.30,0.35,11.1,249,11.26,0.81
2015-02-02,2.4,-8.8,-2.0,-15.5,26.90,8.26,23.0,25,2.41,0.39
2015-02-03,-5.7,-15.6,-10.9,-20.4,0.00,0.00,21.8,275,12.98,0.78
2015-02-04,2.7,-13.3,-1.1,-18.7,0.00,0.00,11.6,212,10.97,0.99
2015-02-05,0.4,-12.7,-3.1,-18.7,0.90,0.70,25.0,319,9.66,0.84
2015-02-06,-5.3,-19.4,-10.7,-24.6,0.00,0.07,17.9,265,12.75,0.70
2015-02-07,0.5,-13.6,-3.1,-18.6,0.00,0.14,11.5,228,8.63,0.73
2015-02-08,3.5,-2.7,0.0,-6.3,0.10,0.00,13.5,61,7.91,0.70
2015-02-09,-0.0,-4.4,-4.4,-9.9,3.90,1.40,19.0,33,3.83,0.45
2015-02-10,1.4,-5.3,-3.2,-11.0,0.30,0.35,18.6,13,11.34,1.04
2015-02-11,-1.8,-8.1,-5.8,-13.7,0.00,0.00,18.3,23,14.94,1.16
2015-02-12,2.6,-7.5,-1.2,-14.3,0.40,0.07,23.4,260,9.36,1.04
2015-02-13,-8.1,-15.8,-13.7,-22.3,0.00,0.00,25.3,299,15.72,0.89
2015-02-14,-0.7,-13.9,-5.4,-19.3,1.00,0.77,13.7,206,9.15,0.82
2015-02-15,-5.7,-17.2,-10.8,-24.5,1.40,1.19,33.4,309,14.98,0.91
2015-02-16,-7.9,-19.0,-13.2,-25.7,0.00,0.00,22.9,296,15.05,0.82
2015-02-17,-4.3,-11.4,-8.3,-15.6,3.00,2.31,12.0,356,11.80,0.78
2015-02-18,-2.7,-14.1,-5.9,-18.7,0.00,0.00,9.7,331,15.46,1.08
2015-02-19,-7.2,-14.2,-13.6,-20.6,0.00,0.00,28.9,283,15.12,0.95
2015-02-20,-9.0,-19.6,-14.7,-26.2,0.00,0.00,24.1,277,17.13,0.80
2015-02-21,-1.9,-17.8,-5.6,-23.3,10.30,7.21,18.2,202,8.21,0.66
2015-02-22,5.2,-2.8,2.1,-6.9,7.20,3.78,10.2,248,12.91,1.26
2015-02-23,-1.9,-15.2,-6.2,-20.5,0.00,0.00,21.6,315,13.63,0.96
2015-02-24,-7.3,-19.8,-12.3,-25.2,0.00,0.00,14.3,225,17.53,0.93
2015-02-25,0.8,-15.1,-4.6,-20.4,0.00,0.00,19.6,267,17.63,1.29
2015-02-26,-3.3,-8.2,-7.6,-13.3,0.80,0.56,16.3,14,12.44,0.91
2015-02-27,-2.9,-13.5,-7.7,-18.3,0.00,0.00,12.6,319,17.88,1.18
2015-02-28,-3.9,-17.7,-7.9,-22.9,0.00,0.00,10.7,295,18.63,1.26
2015-03-01,-1.7,-9.6,-6.3,-14.3,11.70,8.05,10.9,235,6.12,0.65
2015-03-02,1.8,-6.3,-4.3,-11.1,0.30,0.07,24.9,293,16.65,1.41
2015-03-03,1.5,-11.8,-3.0,-16.9,10.60,2.94,15.6,214,10.54,0.89
2015-03-04,4.5,2.2,1.7,-2.7,4.90,0.00,20.5,236,6.61,0.82
2015-03-05,2.1,-6.6,-1.3,-12.2,18.80,9.52,15.6,320,3.31,0.48
2015-03-06,-6.0,-15.3,-8.9,-20.3,0.00,0.07,17.4,304,20.23,1.30
2015-03-07,1.1,-17.0,-3.3,-22.3,0.00,0.00,15.8,240,18.91,1.29
2015-03-08,6.0,-6.1,1.7,-10.3,0.00,0.00,20.5,262,17.64,1.65
2015-03-09,7.3,-5.3,4.6,-9.8,0.10,0.00,11.7,262,17.69,1.89
2015-03-10,6.4,-1.3,3.7,-4.6,6.30,0.00,9.4,142,10.63,1.19
2015-03-11,11.1,0.8,8.1,-3.5,3.40,0.00,14.7,281,17.02,1.95
2015-03-12,5.6,-3.6,0.3,-8.1,0.00,0.00,23.5,319,20.02,2.35
2015-03-13,3.7,-5.1,0.0,-9.6,0.00,0.00,12.5,133,18.45,1.90
2015-03-14,6.3,0.8,4.5,-3.2,20.50,0.00,10.8,208,1.18,0.29
2015-03-15,6.4,0.8,1.4,-4.3,0.00,0.00,30.9,301,13.24,1.75
2015-03-16,8.2,-3.5,5.9,-7.5,0.00,0.00,16.4,272,16.97,2.01
2015-03-17,12.1,-1.3,7.8,-7.5,0.80,0.00,31.6,297,12.77,2.07
2015-03-18,2.9,-4.4,-4.1,-8.8,0.00,0.00,30.3,313,19.65,2.30
2015-03-19,4.4,-6.2,-0.6,-11.3,0.00,0.00,16.6,315,21.77,2.24
2015-03-20,2.0,-3.5,-2.0,-7.6,11.00,7.77,14.7,69,4.67,0.72
2015-03-21,8.3,-1.8,5.0,-5.7,0.10,0.42,12.7,291,18.25,1.89
2015-03-22,4.2,-4.8,0.4,-10.0,0.00,0.00,22.5,313,22.01,2.28
2015-03-23,2.4,-8.3,-2.5,-13.9,0.00,0.00,18.7,323,22.80,2.17
2015-03-24,5.3,-4.1,1.8,-8.6,0.00,0.00,8.2,343,21.41,2.23
2015-03-25,6.8,-2.7,3.7,-6.2,2.00,0.07,17.1,159,16.16,1.73
2015-03-26,14.9,1.8,14.2,-0.9,7.90,0.00,20.5,217,6.92,0.93
2015-03-27,8.4,1.4,6.0,-2.7,6.50,0.00,16.3,333,6.51,0.96
2015-03-28,4.3,-1.7,-1.3,-7.6,0.00,0.07,21.1,333,12.65,1.89
2015-03-29,6.4,-3.3,2.6,-9.2,0.00,0.00,17.5,312,23.86,2.94
2015-03-30,11.0,-0.8,6.4,-5.8,0.10,0.14,22.8,237,12.77,2.24
2015-03-31,6.3,-1.3,2.7,-5.2,5.30,0.49,12.4,292,10.86,1.38
2015-04-01,10.2,-1.2,5.9,-6.2,0.00,0.00,17.7,317,23.21,2.90
2015-04-02,16.0,-2.0,12.4,-5.7,0.90,0.00,22.1,213,22.82,3.50
2015-04-03,15.0,10.3,15.2,6.2,5.40,0.00,20.4,223,5.19,1.19
2015-04-04,14.4,3.4,12.2,-0.3,1.90,0.00,32.3,295,23.77,3.28
2015-04-05,15.0,0.8,11.4,-3.3,0.00,0.00,27.2,259,19.44,3.10
2015-04-06,16.8,0.5,16.3,-3.0,0.30,0.00,12.8,119,23.15,3.36
2015-04-07,15.5,5.9,14.3,2.7,3.40,0.00,15.6,64,9.36,1.52
2015-04-08,6.9,4.2,2.3,-0.3,0.50,0.00,20.4,67,6.12,1.23
2015-04-09,6.7,2.9,3.5,-1.0,0.20,0.00,15.1,60,5.77,0.95
2015-04-10,14.0,3.9,13.2,0.1,0.70,0.00,16.2,188,5.35,0.90
2015-04-11,13.4,6.2,10.2,2.2,0.00,0.00,20.7,296,23.50,3.55
2015-04-12,16.9,1.5,15.7,-1.8,0.00,0.00,10.7,247,25.47,3.93
2015-04-13,18.6,4.1,17.3,1.3,0.00,0.00,18.0,188,22.77,3.72
2015-04-14,16.6,10.6,14.9,8.4,1.00,0.00,17.9,235,6.81,1.58
2015-04-15,19.2,7.4,16.3,3.5,0.00,0.00,16.8,341,24.43,4.50
2015-04-16,15.1,5.4,12.8,2.5,0.00,0.00,14.2,115,24.18,3.78
2015-04-17,19.5,10.3,19.4,7.5,3.60,0.00,15.8,232,11.09,2.16
2015-04-18,23.5,8.0,23.2,6.0,0.00,0.00,18.4,304,24.48,4.66
2015-04-19,13.3,7.0,11.9,3.3,0.00,0.00,17.0,84,24.91,3.80
2015-04-20,15.4,7.0,15.8,3.0,26.80,0.00,28.2,100,5.13,0.94
